McCasland Vernon,1919, Abilene Christian (TX),2,2,0,0.5,77,88,-11,FALSE,0.5
Jones Sewell,1920, Abilene Christian (TX),4,0,1,0.9,130,10,120,TRUE,0.58
Lewis Russell,1921, Abilene Christian (TX),2,5,0,0.28571,44,173,-129,TRUE,0.521142
Payne Victor,1922, Abilene Christian (TX),6,2,0,0.75,160,35,125,TRUE,0.5669136
Payne Victor,1923, Abilene Christian (TX),6,1,0,0.85714,112,13,99,TRUE,0.62495888
Morris A.B.,1924, Abilene Christian (TX),3,4,2,0.44444,82,66,16,TRUE,0.588855104
Morris A.B.,1925, Abilene Christian (TX),2,5,2,0.33333,65,121,-56,TRUE,0.537750083
Morris A.B.,1926, Abilene Christian (TX),4,4,0,0.5,81,111,-30,TRUE,0.530200067
Morris A.B.,1927, Abilene Christian (TX),6,1,1,0.8125,101,25,76,TRUE,0.586660053
Morris A.B.,1928, Abilene Christian (TX),5,4,0,0.55556,90,100,-10,TRUE,0.580440043
Morris A.B.,1929, Abilene Christian (TX),6,1,1,0.8125,104,48,56,TRUE,0.626852034
Morris A.B.,1930, Abilene Christian (TX),2,7,1,0.25,93,215,-122,TRUE,0.551481627
Morris A.B.,1931, Abilene Christian (TX),4,5,0,0.44444,99,83,16,TRUE,0.530073302
Morris A.B.,1932, Abilene Christian (TX),2,6,1,0.27778,37,85,-48,TRUE,0.479614641
Morris A.B.,1933, Abilene Christian (TX),5,3,2,0.6,62,57,5,TRUE,0.503691713
Morris A.B.,1934, Abilene Christian (TX),1,7,2,0.2,52,123,-71,TRUE,0.442953371
Morris A.B.,1935, Abilene Christian (TX),1,6,3,0.25,52,142,-90,TRUE,0.404362696
Morris A.B.,1936, Abilene Christian (TX),1,7,1,0.16667,39,171,-132,TRUE,0.356824157
Morris A.B.,1937, Abilene Christian (TX),0,9,0,0,39,118,-79,TRUE,0.285459326
Morris A.B.,1938, Abilene Christian (TX),6,2,1,0.72222,102,31,71,TRUE,0.372811461
Morris A.B.,1939, Abilene Christian (TX),6,2,1,0.72222,106,50,56,TRUE,0.442693168
Morris A.B.,1940, Abilene Christian (TX),7,2,0,0.77778,112,44,68,TRUE,0.509710535
Morris A.B.,1941, Abilene Christian (TX),6,3,0,0.66667,139,103,36,TRUE,0.541102428
"Coleman A.M. ""Tonto""",1942, Abilene Christian (TX),6,2,0,0.75,169,36,133,TRUE,0.582881942
Unknown,1944, Abilene Christian (TX),9,11,1,0.45238,158,255,-97,TRUE,0.556781554
"Coleman A.M. ""Tonto""",1946, Abilene Christian (TX),8,1,1,0.85,228,53,175,TRUE,0.615425243
"Coleman A.M. ""Tonto""",1947, Abilene Christian (TX),6,3,0,0.66667,142,96,46,TRUE,0.625674194
"Coleman A.M. ""Tonto""",1948, Abilene Christian (TX),5,3,1,0.61111,200,128,72,TRUE,0.622761356
"Coleman A.M. ""Tonto""",1949, Abilene Christian (TX),3,6,0,0.33333,119,181,-62,TRUE,0.564875084
Beauchamp Garvin,1950, Abilene Christian (TX),11,0,0,1,244,57,187,TRUE,0.651900068
Beauchamp Garvin,1951, Abilene Christian (TX),6,4,0,0.6,242,205,37,TRUE,0.641520054
Beauchamp Garvin,1952, Abilene Christian (TX),6,3,1,0.65,254,129,125,TRUE,0.643216043
Beauchamp Garvin,1953, Abilene Christian (TX),7,3,0,0.7,220,151,69,TRUE,0.654572835
Beauchamp Garvin,1954, Abilene Christian (TX),6,3,1,0.65,231,134,97,TRUE,0.653658268
Beauchamp Garvin,1955, Abilene Christian (TX),3,5,2,0.4,116,174,-58,TRUE,0.602926614
"Nicholson N.L. ""Nick""",1956, Abilene Christian (TX),4,6,0,0.4,123,200,-77,TRUE,0.562341291
"Nicholson N.L. ""Nick""",1957, Abilene Christian (TX),5,3,1,0.61111,183,103,80,TRUE,0.572095033
"Nicholson N.L. ""Nick""",1958, Abilene Christian (TX),5,5,0,0.5,202,200,2,TRUE,0.557676026
"Nicholson N.L. ""Nick""",1959, Abilene Christian (TX),5,5,0,0.5,109,147,-38,TRUE,0.546140821
"Nicholson N.L. ""Nick""",1960, Abilene Christian (TX),5,5,0,0.5,134,178,-44,TRUE,0.536912657
"Nicholson N.L. ""Nick""",1961, Abilene Christian (TX),4,6,0,0.4,153,200,-47,TRUE,0.509530126
Wheeler Les,1962, Abilene Christian (TX),6,4,0,0.6,150,162,-12,TRUE,0.5276241
Wheeler Les,1963, Abilene Christian (TX),8,1,0,0.88889,243,94,149,TRUE,0.59987728
Wheeler Les,1964, Abilene Christian (TX),5,5,0,0.5,170,168,2,TRUE,0.579901824
Wheeler Les,1965, Abilene Christian (TX),4,5,0,0.44444,196,168,28,TRUE,0.552809459
Wheeler Les,1966, Abilene Christian (TX),4,6,0,0.4,160,237,-77,TRUE,0.522247568
Wheeler Les,1967, Abilene Christian (TX),3,6,0,0.33333,130,201,-71,TRUE,0.484464054
Bullington Wally,1968, Abilene Christian (TX),4,5,1,0.45,248,224,24,TRUE,0.477571243
Bullington Wally,1969, Abilene Christian (TX),8,2,0,0.8,317,193,124,TRUE,0.542056995
Bullington Wally,1970, Abilene Christian (TX),9,2,0,0.81818,366,199,167,TRUE,0.597281596
Bullington Wally,1971, Abilene Christian (TX),5,5,0,0.5,225,188,37,TRUE,0.577825277
Bullington Wally,1972, Abilene Christian (TX),3,8,0,0.27273,162,248,-86,TRUE,0.516806221
Bullington Wally,1973, Abilene Christian (TX),11,1,0,0.91667,466,206,260,TRUE,0.596778977
Bullington Wally,1974, Abilene Christian (TX),7,4,0,0.63636,323,211,112,TRUE,0.604695182
Bullington Wally,1975, Abilene Christian (TX),6,3,1,0.65,314,161,153,TRUE,0.613756145
Bullington Wally,1976, Abilene Christian (TX),9,2,0,0.81818,313,126,187,TRUE,0.654640916
Jones DeWitt,1977, Abilene Christian (TX),11,1,1,0.88462,405,210,195,TRUE,0.700636733
Jones DeWitt,1978, Abilene Christian (TX),7,3,0,0.7,210,159,51,TRUE,0.700509386
Sitton Ted,1979, Abilene Christian (TX),7,4,0,0.63636,285,212,73,TRUE,0.687679509
Sitton Ted,1980, Abilene Christian (TX),2,8,0,0.2,132,263,-131,TRUE,0.590143607
Sitton Ted,1981, Abilene Christian (TX),8,2,0,0.8,293,187,106,TRUE,0.632114886
Sitton Ted,1982, Abilene Christian (TX),7,3,1,0.68182,281,206,75,TRUE,0.642055909
Sitton Ted,1983, Abilene Christian (TX),7,3,0,0.7,256,200,56,TRUE,0.653644727
Sitton Ted,1984, Abilene Christian (TX),3,7,0,0.3,173,208,-35,TRUE,0.582915782
Payne John,1985, Abilene Christian (TX),5,4,2,0.54545,260,231,29,TRUE,0.575422625
Payne John,1986, Abilene Christian (TX),7,3,0,0.7,310,213,97,TRUE,0.6003381
Payne John,1987, Abilene Christian (TX),5,6,0,0.45455,281,270,11,TRUE,0.57118048
