"coach_id","coachingScore","firstYear","lastYear","name","win_pct","yearsHC","yearsTotal"
"4000","0","2013","2013","marzka john","0.7272727272727273","1","1"
"4001","0.06384611884988076","1982","2013","masella tom","0.5151515151515151","8","24"
"4002","0","1988","2013","maskill bill","0.65","2","2"
"4003","0","1908","1918","mason appleton a","0.37037037037037035","4","4"
"4004","0","1895","1897","mason charles b","0.5625","2","2"
"4005","0.3587188029276002","1994","2014","mason derek","no data","1","15"
"4006","0","1928","1929","mason eldon","0.5454545454545454","2","2"
"4007","0","1907","1907","mason frank","0.0","1","1"
"4008","0","1886","1886","mason frank a","0.8571428571428571","1","1"
"4009","0.23586133374188958","1972","2005","mason glen","0.51010101010101","18","30"
"4010","0","1937","1950","mason john h","0.42857142857142855","8","8"
"4011","0","1996","1996","mason tom","0.1","1","1"
"4012","0.2190644615618802","1973","1978","mason tony","0.48214285714285715","5","5"
"4013","0","1980","1980","massaria charles","0.1","1","1"
"4014","0","1971","1977","massengale john","0.453125","7","7"
"4015","0","2013","2013","massey robert","0.6","1","1"
"4016","0","1894","1898","massie joseph a","0.5882352941176471","2","2"
"4017","0","2005","2008","massie lamonte j","0.125","4","4"
"4018","0","1965","1976","massucco melvin g mel","0.3023255813953488","11","11"
"4019","0","1951","1964","mast kenneth e","0.6470588235294118","14","14"
"4020","0","1946","1946","masterson bernard e bernie","0.3333333333333333","1","1"
"4021","0","2005","2005","matheny keeth","0.4","1","1"
"4022","0","1954","1956","mather charles v chuck","0.21428571428571427","3","3"
"4023","0","1911","1917","mather edwin j","0.35294117647058826","6","6"
"4024","0","2005","2009","mathews gwaine","0.32727272727272727","5","5"
"4025","0","1922","1929","mathews robert l","0.5862068965517241","4","4"
"4026","0","1901","1901","mathis ben","0.5","1","1"
"4027","0","1934","1934","mathis gl doc","0.2","1","1"
"4028","0","2013","2013","mathis marty","0.18181818181818182","1","1"
"4029","0","1978","2013","matlak mark","0.4861111111111111","15","33"
"4030","0.2507797368343857","1991","2013","matsakis manny","0.18181818181818182","7","14"
"4031","0","1893","1895","matthews clarence","0.0","2","2"
"4032","0.12403670976342171","1978","2012","matthews mickey","0.6130952380952381","14","29"
"4033","0","1915","1919","matthews rl","0.5882352941176471","3","3"
"4034","0","1947","1958","matthews rudolph g bunky","0.6296296296296297","12","12"
"4035","0","1895","1895","matthews wm","0.0","1","1"
"4036","0","1965","1965","mattocks gary","0.2","1","1"
"4037","0","1978","1991","mattos bob","0.5238095238095238","14","14"
"4038","0.34303092898485726","1996","2014","matukewicz tom","1.0","2","17"
"4039","0","2004","2009","mauer mark","0.47761194029850745","6","6"
"4040","0","1921","1929","maulbetsch johnny f john","0.48484848484848486","8","8"
"4041","0","1987","1989","mauldin bill","0.47058823529411764","3","3"
"4042","0","1970","1974","mauriocourt flory","0.2558139534883721","5","5"
"4043","0","2005","2012","maxfield scott","0.5833333333333334","8","8"
"4044","0","1984","1984","mayerske mike","0.5555555555555556","1","1"
"4045","0","1974","1975","mayfield clarkie","0.6666666666666666","2","2"
"4046","0","1971","1975","mayfield gene","0.37037037037037035","5","5"
"4047","0","1968","1970","mayfield jon","0.48148148148148145","3","3"
"4048","0","1940","1952","mayhew dewey a","0.56","8","8"
"4049","0","1909","1909","mayhew john w","0.8","1","1"
"4050","0","2013","2013","maynard mike","0.7","1","1"
"4051","0","2000","2014","maynor connell","0.8974358974358975","4","13"
"4052","0","1979","1980","mayo harold","0.15789473684210525","2","2"
"4053","0","1896","1896","mayo professor","0.0","1","1"
"4054","0","1995","1996","mayock pete","0.15","2","2"
"4055","0","1913","1944","mayser charles w","0.52","7","7"
"4056","0","1964","1968","mcalister ralph d","0.42857142857142855","5","5"
"4057","0","1922","1923","mcallester william bill","0.6","2","2"
"4058","0","1907","1907","mcallister sam","0.0","1","1"
"4059","0","1913","1937","mcandrew william","0.5273972602739726","20","20"
"4060","0","1915","1915","mcandrews david","0.3333333333333333","1","1"
"4061","0","1916","1916","mcauliffe john b","0.5714285714285714","1","1"
"4062","0","1908","1923","mcavoy william j","0.4714285714285714","10","10"
"4063","0","1908","1915","mcbirney sam","0.7","3","3"
"4064","0","1909","1909","mcbirnie cl","0.6666666666666666","1","1"
"4065","0","1965","1965","mcbride jack e","0.25","1","1"
"4066","0","1900","1900","mcbride malcolm l","1.0","1","1"
"4067","0.22266781592565016","1965","2013","mcbride ron","0.5928571428571429","18","37"
"4068","0","1912","1912","mccaa george s","0.4444444444444444","1","1"
"4069","0","1895","1895","mccabe  madden","0.75","1","1"
"4070","0","1934","1935","mccaffrie john","0.4166666666666667","2","2"
"4071","0","1974","1986","mccall neal","0.3394495412844037","13","13"
"4072","0","1935","1936","mccallister don","0.36363636363636365","2","2"
"4073","0","1929","1941","mccallum ay bud","0.6629213483146067","11","11"
"4074","0","1969","1971","mccandless jake","0.5555555555555556","3","3"
"4075","0","1919","1923","mccandless rb","0.38461538461538464","2","2"
"4076","0","1970","1991","mccann dan","0.5510204081632653","17","17"
"4077","0","1983","1985","mccann john","0.6333333333333333","3","3"
"4078","0","1917","1917","mccann thomas a","0.25","1","1"
"4079","0","1931","1933","mccann thomas e tom","0.52","3","3"
"4080","0","1897","1897","mccants allen","1.0","1","1"
"4081","0","1935","1935","mccaray james","0.4","1","1"
"4082","0.18055581405847237","1977","2013","mccarney dan","0.42168674698795183","14","32"
"4083","0","1897","1909","mccarthy charles","0.5","2","2"
"4084","0","1909","1909","mccarthy dr","no data","1","1"
"4085","0","1925","1926","mccarthy james f","0.3333333333333333","2","2"
"4086","0","1900","1900","mccarthy maurice","0.75","1","1"
"4087","0","1901","1901","mccarthy maurice  smith frederick","0.6666666666666666","1","1"
"4088","0.3910867942329093","1974","1993","mccartney bill","0.6029411764705882","12","19"
"4089","0","1919","1919","mccarty leon","0.6","1","1"
"4090","0","2013","2013","mccarty tim","0.5","1","1"
"4091","0","1904","1905","mccary alfred","0.5833333333333334","2","2"
"4092","0","1919","1919","mccasland vernon","0.5","1","1"
"4093","0","1894","1894","mccauley william","0.9","1","1"
"4094","0","1918","1921","mcchesney harlan d","0.7368421052631579","3","3"
"4095","0","1960","1960","mcchesney howard","0.0","1","1"
"4096","0","1970","1986","mcclady jesse","0.3916083916083916","17","17"
"4097","0.34796690412615494","1960","1984","mcclain dave","0.5693430656934306","14","21"
"4098","0","1961","1996","mcclairen jack cy","0.5491803278688525","14","14"
"4099","0","1962","1978","mcclendon charles","0.7065217391304348","17","17"
"4100","0","1895","1895","mcclung matthew matt","0.7142857142857143","1","1"
"4101","0","1892","1892","mcclung thomas lee","0.6666666666666666","1","1"
"4102","0","2005","2005","mcclure shay","0.1","1","1"
"4103","0","1999","2004","mccollum andy","0.4411764705882353","6","6"
"4104","0","1946","1949","mccollum fg buddy","0.6","4","4"
"4105","0","1979","1988","mccollum warner","0.25287356321839083","10","10"
"4106","0","1946","1954","mccomb arthur l art","0.21311475409836064","9","9"
"4107","0.34480219478422885","1971","2004","mccombs cal","no data","7","32"
"4108","0","1958","1961","mcconlogue james","0.5","4","4"
"4109","0","1914","1915","mcconnell tt","0.6666666666666666","2","2"
"4110","0","1956","1967","mcconnell wayne j","0.4174757281553398","12","12"
"4111","0","1961","1972","mccool horace l","0.6017699115044248","12","12"
"4112","0","1964","1964","mccord jim","0.125","1","1"
"4113","-0.007811671548686161","1973","2013","mccorkle sam","0.2558139534883721","15","28"
"4114","0","1920","1920","mccorkle wayne","0.0","1","1"
"4115","0","1909","1909","mccormick james b","0.75","1","1"
"4116","0","1896","1896","mccormick pete","0.75","1","1"
"4117","0","1894","1894","mccormick vance c","0.14285714285714285","1","1"
"4118","0","1901","1904","mccornack walter e","0.8709677419354839","3","3"
"4119","0","1921","1921","mccown dr rm","0.75","1","1"
"4120","0","1933","1935","mccoy alfred m","0.75","3","3"
